gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),104.64,792.86,1
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,80.71,5604.4,0
Female,0,Yes,No,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.41,1664.96,0
Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,78.2,4319.51,0
Male,1,No,No,69,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.3,2422.14,0
Male,0,No,No,37,Yes,No,No,No internet service,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),55.84,2064.18,0
Female,0,No,No,37,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.54,2199.2,1
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),78.17,1958.06,0
Male,0,Yes,Yes,62,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,39.81,2379.68,0
Female,0,Yes,No,39,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,59.89,2261.54,0
Female,1,No,Yes,35,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,79.2,2775.94,1
Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.2,3235.74,1
Male,1,No,No,55,No,No phone service,No,No,Yes,Yes,Yes,No internet service,No,Two year,No,Mailed check,37.96,2053.57,0
Male,0,No,Yes,56,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.63,3069.86,1
Female,1,No,Yes,42,No,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,44.28,1817.13,0
Male,0,Yes,No,29,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),9.77,361.18,0
Female,0,No,No,59,No,No phone service,No,No,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,36.97,2136.08,0
Female,1,Yes,Yes,5,No,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,57.77,239.16,1
Male,0,Yes,No,28,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,68.17,1976.31,0
Male,0,No,No,41,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,90.21,3656.64,1
Male,0,Yes,No,36,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,116.35,4147.96,1
Male,1,Yes,Yes,19,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,51.87,918.92,0
Male,1,No,Yes,37,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),6.5,242.23,0
Female,0,No,No,54,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,No,Mailed check,126.74,6886.38,1
Male,0,No,Yes,43,Yes,No,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),46.42,2017.04,0
Male,0,Yes,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,30.76,1275.8,0
Female,0,Yes,No,38,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),50.89,1908.4,0
Male,0,No,Yes,2,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),100.83,303.54,0
Male,0,Yes,No,18,No,No phone service,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),107.79,1935.31,0
Female,0,Yes,Yes,26,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),71.04,1826.28,1
Male,0,Yes,No,58,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,75.29,4316.01,0
Female,0,No,Yes,19,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),95.91,1791.71,0
Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,30.85,66.65,0
Female,0,Yes,No,56,No,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),92.36,5165.79,0
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,75.28,883.01,0
Female,0,Yes,No,43,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),62.25,2712.76,0
Male,0,No,No,15,No,No phone service,No,Yes,No,No,No internet service,No,No,Two year,No,Credit card (automatic),55.17,876.72,0
Male,0,No,No,17,No,No phone service,No,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),4.68,81.56,0
Male,0,Yes,Yes,44,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),125.5,5583.98,0
Male,0,No,No,12,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.1,551.36,1
Male,0,Yes,Yes,2,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,33.92,75.37,0
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,No,Electronic check,82.72,5876.83,0
Male,0,Yes,No,44,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,No,Mailed check,110.99,4867.06,0
Male,0,No,No,4,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,59.84,214.32,1
Female,0,No,Yes,2,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),131.9,323.66,0
Male,0,Yes,Yes,31,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,92.64,2881.5,0
Female,0,Yes,Yes,55,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,59.22,3264.52,0
Female,1,No,Yes,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.09,2590.52,1
Male,1,Yes,Yes,47,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.27,1873.42,0
Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,85.03,3318.64,1
Female,0,No,Yes,32,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,52.78,1736.07,0
Male,0,No,No,61,No,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.2,1983.46,0
Male,1,Yes,Yes,17,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,96.92,1638.74,1
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),87.86,5311.54,0
Male,0,No,No,42,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),83.95,3504.71,0
Female,0,No,Yes,10,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,69.12,731.57,0
Female,0,No,Yes,33,No,No phone service,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),38.97,1411.27,0
Female,0,No,No,45,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,93.96,4170.15,0
Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,138.26,2002.75,0
Male,1,Yes,Yes,3,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,77.83,252.58,0
Male,0,No,Yes,56,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,63.6,3539.23,1
Female,1,No,No,18,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,114.41,2074.6,0
Female,0,No,No,54,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.14,1780.24,1
Female,0,No,No,50,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),30.59,1501.43,0
Male,0,Yes,No,21,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,62.58,1347.77,0
Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),41.83,436.81,0
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,No,Mailed check,58.46,3182.78,0
Male,1,Yes,No,49,No,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),96.8,4702.09,0
Female,0,Yes,No,25,No,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,72.6,1842.76,0
Male,0,Yes,Yes,66,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,101.07,6635.6,0
Male,0,No,No,62,No,No phone service,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),107.42,6705.3,0
Male,0,Yes,No,34,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,103.9,3527.01,0
Female,1,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),104.33,6837.11,1
Female,0,Yes,Yes,5,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),76.27,340.58,0
Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,28.55,167.31,0
Female,0,No,Yes,19,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.19,862.6,1
Male,0,Yes,No,59,No,No phone service,No,No internet service,No,No,Yes,No internet service,No,One year,No,Credit card (automatic),22.04,1371.76,0
Male,0,No,Yes,36,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),113.33,4092.8,1
Female,1,Yes,Yes,3,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),54.0,165.41,0
Female,0,No,Yes,68,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,81.8,5597.88,1
Female,1,No,Yes,69,No,No phone service,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.15,4951.34,1
Male,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),137.27,7328.29,0
Male,0,No,Yes,33,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),44.46,1509.27,0
Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.16,2211.83,1
Male,0,No,Yes,10,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.59,216.39,1
Female,0,No,Yes,43,No,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,68.75,3004.47,0
Female,1,No,Yes,29,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,101.92,2919.94,1
Female,0,Yes,Yes,54,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,48.86,2601.81,0
Female,0,Yes,Yes,57,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),24.52,1417.7,0
Female,0,No,Yes,28,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),80.94,2254.89,0
Female,0,No,Yes,12,No,No phone service,No,No internet service,Yes,No,No internet service,No,No,One year,Yes,Mailed check,33.17,467.36,0
Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.13,2464.7,1
Male,0,No,Yes,65,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),136.26,8860.42,1
Female,0,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),40.02,820.43,0
Male,1,No,Yes,65,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,20.52,1315.74,0
Female,0,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),85.56,3938.84,0
Female,1,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),79.34,2778.46,0
Female,1,Yes,No,41,Yes,No,No,No,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,80.09,3175.49,0
Female,1,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,39.19,2068.9,0
Female,0,Yes,Yes,19,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),105.45,2029.59,1
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.14,5371.76,0
Female,0,Yes,No,15,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),31.31,499.73,0
Male,0,No,No,34,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,82.56,2904.75,0
Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),87.58,3225.95,0
Male,0,Yes,No,52,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),51.43,2681.06,0
Female,1,No,No,57,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.64,3595.64,1
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,132.01,7769.72,1
Female,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),48.61,2821.12,0
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),92.23,4769.12,0
Female,0,No,No,71,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.57,7893.54,0
Male,1,No,No,57,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),53.11,2952.65,0
Male,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112.94,4560.92,1
Male,0,No,No,26,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,19.02,507.64,0
Male,0,Yes,Yes,50,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,33.5,1544.95,0
Male,1,Yes,No,67,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),79.91,5320.23,0
Male,0,Yes,Yes,21,No,No phone service,No,No,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),80.57,1683.71,0
Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.94,4891.55,1
Male,0,Yes,Yes,56,No,No phone service,No,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,61.11,3495.21,0
Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.79,979.23,0
Female,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,81.03,2425.22,0
Male,0,Yes,No,61,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.8,5255.97,0
Male,1,Yes,Yes,14,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,32.88,404.48,1
Female,0,Yes,Yes,58,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.79,3341.11,0
Male,0,No,Yes,12,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,31.91,328.77,0
Male,1,Yes,Yes,8,No,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.71,527.09,0
Male,0,Yes,No,62,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),103.99,6426.51,1
Female,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,73.05,5130.69,0
